deal_id,update_type,old_value,new_value
1902,stage_id,22,313
3465,stage_id,22,313
1614,stage_id,22,313
4466,stage_id,22,313
1239,stage_id,22,313
4178,stage_id,22,313
1410,stage_id,22,313
2807,stage_id,22,313
791,stage_id,22,313
3671,stage_id,22,313
1706,stage_id,22,313
1280,stage_id,22,313
570,stage_id,23,18
616,stage_id,23,18
3113,stage_id,23,18
4257,stage_id,23,19
1338,stage_id,23,21
1706,stage_id,23,22
1863,stage_id,23,47
774,stage_id,23,47
1614,stage_id,23,88
4325,stage_id,23,88
718,stage_id,23,100
2703,stage_id,23,100
4353,stage_id,23,100
3075,stage_id,23,100
2172,stage_id,23,100
694,stage_id,23,206
2488,stage_id,23,206
4517,stage_id,23,206
2982,stage_id,23,206
3785,stage_id,23,206
1620,stage_id,23,206
4228,stage_id,23,206
4074,stage_id,23,206
206,stage_id,23,206
3150,stage_id,23,206
2798,stage_id,23,206
4317,stage_id,23,206
1811,stage_id,23,206
926,stage_id,23,206
3922,stage_id,23,211
2294,stage_id,23,211
1908,stage_id,23,211
1200,stage_id,23,258
1863,stage_id,23,258
3841,stage_id,23,258
3252,stage_id,23,258
2892,stage_id,23,258
4479,stage_id,23,258
791,stage_id,23,258
293,stage_id,23,258
1259,stage_id,23,258
1681,stage_id,23,258
4504,stage_id,23,258
4608,stage_id,23,258
62,stage_id,23,258
1142,stage_id,23,259
2242,stage_id,23,259
1338,stage_id,23,259
3491,stage_id,23,259
2664,stage_id,23,259
2129,stage_id,23,259
2085,stage_id,23,259
632,stage_id,23,259
4984,stage_id,23,259
1878,stage_id,23,259
2412,stage_id,23,259
3685,stage_id,23,259
4150,stage_id,23,259
3129,stage_id,23,283
386,stage_id,23,285
1420,stage_id,23,288
741,stage_id,23,288
2502,stage_id,23,288
931,stage_id,23,288
3757,stage_id,23,312
4703,stage_id,23,312
3481,stage_id,23,312
462,stage_id,23,312
3038,stage_id,23,312
589,stage_id,23,312
293,stage_id,23,312
2097,stage_id,23,312
1065,stage_id,23,312
2202,stage_id,23,312
4257,stage_id,23,312
3129,stage_id,23,312
694,stage_id,23,312
2968,stage_id,23,312
4165,stage_id,23,348
2706,stage_id,23,348
4616,stage_id,23,348
1051,stage_id,23,348
2547,stage_id,23,348
3928,stage_id,23,348
2205,stage_id,23,348
8,stage_id,23,348
2650,stage_id,23,348
2785,stage_id,23,348
4151,stage_id,23,348
4254,stage_id,23,348
4929,stage_id,23,348
2944,stage_id,23,348
1544,stage_id,23,348
4247,stage_id,23,348
1129,stage_id,23,348
1000,stage_id,23,348
1249,stage_id,23,348
2790,stage_id,23,348
418,stage_id,23,348
2823,stage_id,23,348
678,stage_id,23,348
3,stage_id,23,348
4961,stage_id,23,348
1998,stage_id,23,348
4605,stage_id,23,348
2145,stage_id,23,348
616,stage_id,23,348
4377,stage_id,23,348
4150,stage_id,24,23
1142,stage_id,24,23
1878,stage_id,24,23
3988,stage_id,25,26
4146,stage_id,25,26
1580,stage_id,25,27
4146,stage_id,26,27
4146,stage_id,26,29
3988,stage_id,26,29
4146,stage_id,27,26
1580,stage_id,27,38
1539,stage_id,30,31
533,stage_id,30,31
4107,stage_id,30,31
2354,stage_id,30,31
2192,stage_id,30,31
4088,stage_id,30,31
812,stage_id,30,31
812,stage_id,30,31
574,stage_id,30,31
812,stage_id,30,31
4139,stage_id,30,31
4088,stage_id,30,31
270,stage_id,30,31
2296,stage_id,30,31
281,stage_id,30,31
2896,stage_id,30,31
2192,stage_id,30,31
4084,stage_id,30,31
1871,stage_id,30,31
1546,stage_id,30,31
4709,stage_id,30,31
2411,stage_id,30,31
4048,stage_id,30,31
281,stage_id,30,31
1539,stage_id,30,32
2192,stage_id,30,32
2830,stage_id,30,32
1141,stage_id,30,76
2738,stage_id,30,76
47,stage_id,30,76
1396,stage_id,30,76
1314,stage_id,30,76
1020,stage_id,30,76
292,stage_id,30,76
1532,stage_id,30,76
4321,stage_id,30,76
3166,stage_id,30,76
1494,stage_id,30,76
804,stage_id,30,76
3166,stage_id,30,76
4551,stage_id,30,76
1347,stage_id,30,76
3367,stage_id,30,76
3349,stage_id,30,76
4321,stage_id,30,76
1144,stage_id,30,76
270,stage_id,30,76
4578,stage_id,30,76
1758,stage_id,30,76
3445,stage_id,30,76
4551,stage_id,30,76
3536,stage_id,30,76
2048,stage_id,30,76
1286,stage_id,30,76
4024,stage_id,30,76
1291,stage_id,30,76
2704,stage_id,30,76
3427,stage_id,30,76
4640,stage_id,30,76
1198,stage_id,30,76
2738,stage_id,30,76
2999,stage_id,30,76
495,stage_id,30,76
4709,stage_id,30,76
4578,stage_id,30,76
3667,stage_id,30,76
809,stage_id,30,76
4088,stage_id,30,76
3349,stage_id,30,76
2738,stage_id,30,76
3494,stage_id,30,76
573,stage_id,30,76
3349,stage_id,30,76
4107,stage_id,30,76
804,stage_id,30,76
2573,stage_id,30,76
3445,stage_id,30,76
3573,stage_id,30,76
3536,stage_id,30,76
4995,stage_id,30,76
4574,stage_id,30,76
1409,stage_id,30,76
2991,stage_id,30,76
2321,stage_id,30,76
2920,stage_id,30,76
2196,stage_id,30,76
812,stage_id,30,76
4084,stage_id,30,76
4321,stage_id,30,76
1314,stage_id,30,76
1091,stage_id,30,76
3349,stage_id,30,76
2830,stage_id,30,76
2196,stage_id,30,76
2888,stage_id,30,76
4118,stage_id,30,76
92,stage_id,30,76
2240,stage_id,30,76
3376,stage_id,30,76
2396,stage_id,30,76
4811,stage_id,30,76
525,stage_id,30,76
4597,stage_id,30,76
3080,stage_id,30,76
126,stage_id,30,76
92,stage_id,30,76
3763,stage_id,30,76
3763,stage_id,30,76
1689,stage_id,30,76
812,stage_id,30,76
340,stage_id,30,76
1981,stage_id,30,76
637,stage_id,30,76
4881,stage_id,30,76
2396,stage_id,30,83
2192,stage_id,30,86
2830,stage_id,30,86
2738,stage_id,30,86
2297,stage_id,30,107
4879,stage_id,30,107
3584,stage_id,30,329
3170,stage_id,30,329
1305,stage_id,30,329
916,stage_id,30,329
4306,stage_id,30,329
4709,stage_id,31,30
2192,stage_id,31,30
4088,stage_id,31,30
281,stage_id,31,30
812,stage_id,31,30
2192,stage_id,31,30
4084,stage_id,31,30
812,stage_id,31,30
812,stage_id,31,30
4107,stage_id,31,30
4088,stage_id,31,30
812,stage_id,31,30
1396,stage_id,31,32
270,stage_id,31,32
533,stage_id,31,32
3166,stage_id,31,32
1539,stage_id,31,32
2573,stage_id,31,32
2945,stage_id,31,32
4048,stage_id,31,32
2396,stage_id,31,32
812,stage_id,31,32
4048,stage_id,31,32
3166,stage_id,31,32
4088,stage_id,31,32
3763,stage_id,31,32
2192,stage_id,31,32
3166,stage_id,31,32
2738,stage_id,31,32
2738,stage_id,31,32
2573,stage_id,31,32
270,stage_id,31,32
2738,stage_id,31,32
3494,stage_id,31,32
1144,stage_id,31,32
2830,stage_id,31,32
4048,stage_id,31,32
812,stage_id,31,32
1396,stage_id,31,32
4107,stage_id,31,34
2888,stage_id,31,35
804,stage_id,31,76
2240,stage_id,31,76
1314,stage_id,31,76
812,stage_id,31,76
804,stage_id,31,76
2738,stage_id,31,76
525,stage_id,31,76
1758,stage_id,31,86
637,stage_id,31,86
1091,stage_id,31,107
4709,stage_id,31,331
4578,stage_id,31,331
1314,stage_id,31,331
1546,stage_id,31,331
2296,stage_id,31,331
2999,stage_id,31,331
2896,stage_id,31,331
3024,stage_id,31,331
2196,stage_id,31,331
2354,stage_id,31,331
4640,stage_id,31,331
2411,stage_id,31,331
1871,stage_id,31,331
281,stage_id,31,331
4088,stage_id,31,331
573,stage_id,31,331
3376,stage_id,31,331
1020,stage_id,31,331
574,stage_id,31,331
1347,stage_id,31,331
812,stage_id,31,331
4139,stage_id,31,331
2830,stage_id,32,30
1539,stage_id,32,30
2192,stage_id,32,30
270,stage_id,32,31
812,stage_id,32,31
3166,stage_id,32,31
2738,stage_id,32,31
2573,stage_id,32,31
2738,stage_id,32,31
4048,stage_id,32,31
4048,stage_id,32,31
1396,stage_id,32,31
812,stage_id,32,31
270,stage_id,32,33
3166,stage_id,32,33
4048,stage_id,32,33
2573,stage_id,32,33
3494,stage_id,32,33
3763,stage_id,32,33
3166,stage_id,32,33
2945,stage_id,32,33
1396,stage_id,32,33
270,stage_id,32,33
2830,stage_id,32,33
533,stage_id,32,33
4048,stage_id,32,33
2738,stage_id,32,33
4088,stage_id,32,33
1539,stage_id,32,35
2192,stage_id,32,333
1144,stage_id,32,333
2396,stage_id,32,333
4088,stage_id,33,31
4048,stage_id,33,32
2738,stage_id,33,35
2830,stage_id,33,35
3166,stage_id,33,35
270,stage_id,33,35
2573,stage_id,33,35
3763,stage_id,33,86
3166,stage_id,33,106
3494,stage_id,33,106
1396,stage_id,33,106
270,stage_id,33,106
2945,stage_id,33,106
533,stage_id,33,335
4048,stage_id,33,335
4107,stage_id,34,338
3536,stage_id,34,338
3166,stage_id,35,30
2738,stage_id,35,30
270,stage_id,35,30
270,stage_id,35,76
4321,stage_id,35,107
3763,stage_id,35,239
525,stage_id,35,334
2888,stage_id,35,334
3166,stage_id,35,334
2830,stage_id,35,334
2573,stage_id,35,334
3494,stage_id,35,334
1539,stage_id,35,334
1396,stage_id,35,334
2945,stage_id,35,334
270,stage_id,35,334
1580,stage_id,38,28
4265,stage_id,44,1
3717,stage_id,46,9
1327,stage_id,46,13
3404,stage_id,46,13
4499,stage_id,46,13
774,stage_id,47,18
1863,stage_id,47,18
1413,stage_id,48,1
3595,stage_id,48,1
1413,stage_id,48,2
1310,stage_id,48,2
1017,stage_id,48,2
1413,stage_id,48,2
3972,stage_id,48,2
497,stage_id,48,2
3900,stage_id,48,2
3500,stage_id,48,3
1530,stage_id,48,3
1310,stage_id,48,3
3574,stage_id,48,3
1550,stage_id,48,3
1413,stage_id,48,3
1017,stage_id,48,3
3574,stage_id,48,4
3500,stage_id,48,4
1017,stage_id,48,4
1413,stage_id,48,4
1530,stage_id,48,4
1017,stage_id,48,5
3500,stage_id,48,5
3574,stage_id,48,5
1530,stage_id,48,5
4477,stage_id,48,14
1310,stage_id,48,80
3595,stage_id,48,80
1413,stage_id,48,104
497,stage_id,48,344
1057,stage_id,48,344
3449,stage_id,48,344
4489,stage_id,48,344
742,stage_id,48,344
2536,stage_id,48,344
3431,stage_id,48,344
705,stage_id,50,9
2274,stage_id,50,10
4712,stage_id,50,73
4417,stage_id,50,73
4945,stage_id,50,73
1654,stage_id,50,73
4581,stage_id,50,73
2721,stage_id,50,73
2353,stage_id,50,84
416,stage_id,51,1
1393,stage_id,51,1
3022,stage_id,51,2
1017,stage_id,51,5
2640,stage_id,51,5
2261,stage_id,51,5
1078,stage_id,51,5
776,stage_id,51,74
1619,stage_id,51,74
4538,stage_id,51,74
2364,stage_id,51,119
4109,stage_id,51,119
3818,stage_id,51,125
216,stage_id,51,137
3818,stage_id,51,231
629,stage_id,51,266
785,stage_id,51,266
4191,stage_id,51,266
4191,stage_id,51,266
629,stage_id,51,266
3620,stage_id,51,321
1619,stage_id,51,346
4863,stage_id,51,346
4538,stage_id,51,346
3971,stage_id,51,346
4488,stage_id,51,346
1043,stage_id,57,58
522,stage_id,57,58
2796,stage_id,57,58
3169,stage_id,57,58
2096,stage_id,57,58
364,stage_id,57,58
1498,stage_id,57,58
3847,stage_id,57,58
2002,stage_id,57,58
877,stage_id,57,58
3386,stage_id,57,58
1429,stage_id,57,58
1646,stage_id,57,58
522,stage_id,57,58
3169,stage_id,57,58
1084,stage_id,57,58
2220,stage_id,57,58
3304,stage_id,57,58
2713,stage_id,57,58
343,stage_id,57,58
2861,stage_id,57,58
2127,stage_id,57,58
3275,stage_id,57,58
4302,stage_id,57,58
2377,stage_id,57,58
1168,stage_id,57,58
1019,stage_id,57,58
1978,stage_id,57,58
1485,stage_id,57,58
1926,stage_id,57,58
4170,stage_id,57,58
2176,stage_id,57,58
558,stage_id,57,58
78,stage_id,57,58
4312,stage_id,57,58
1498,stage_id,57,58
557,stage_id,57,58
1429,stage_id,57,58
3169,stage_id,57,58
1165,stage_id,57,58
2822,stage_id,57,58
1817,stage_id,57,58
177,stage_id,57,58
2058,stage_id,57,58
3055,stage_id,57,58
3123,stage_id,57,58
1516,stage_id,57,58
200,stage_id,57,58
2713,stage_id,57,59
1246,stage_id,57,85
357,stage_id,57,307
522,stage_id,58,57
1429,stage_id,58,57
3169,stage_id,58,57
1498,stage_id,58,57
3055,stage_id,58,59
1019,stage_id,58,59
3169,stage_id,58,59
2796,stage_id,58,59
2002,stage_id,58,59
2861,stage_id,58,59
4170,stage_id,58,59
1817,stage_id,58,59
2861,stage_id,58,59
3386,stage_id,58,59
3386,stage_id,58,59
1168,stage_id,58,63
2220,stage_id,58,85
2713,stage_id,58,85
4312,stage_id,58,85
200,stage_id,58,85
364,stage_id,58,85
1043,stage_id,58,85
522,stage_id,58,85
3304,stage_id,58,85
2176,stage_id,58,85
2176,stage_id,58,85
2377,stage_id,58,85
557,stage_id,58,85
364,stage_id,58,85
1485,stage_id,58,85
1516,stage_id,58,85
522,stage_id,58,85
364,stage_id,58,85
558,stage_id,58,85
1043,stage_id,58,85
1246,stage_id,58,85
2058,stage_id,58,85
1646,stage_id,58,85
2127,stage_id,58,85
2220,stage_id,58,85
557,stage_id,58,85
3123,stage_id,58,85
177,stage_id,58,85
3169,stage_id,58,85
877,stage_id,58,85
4302,stage_id,58,308
2096,stage_id,58,308
1084,stage_id,58,308
343,stage_id,58,308
1978,stage_id,58,308
78,stage_id,58,308
3275,stage_id,58,308
1429,stage_id,58,308
3847,stage_id,58,308
1165,stage_id,58,308
2822,stage_id,58,308
1926,stage_id,58,308
1498,stage_id,58,308
3169,stage_id,59,57
2861,stage_id,59,58
3386,stage_id,59,58
2713,stage_id,59,60
2058,stage_id,59,60
2713,stage_id,59,60
522,stage_id,59,60
1646,stage_id,59,60
3386,stage_id,59,60
3386,stage_id,59,60
177,stage_id,59,60
522,stage_id,59,60
3055,stage_id,59,60
1817,stage_id,59,60
4170,stage_id,59,62
522,stage_id,59,85
2713,stage_id,59,85
2861,stage_id,59,85
1516,stage_id,59,261
1019,stage_id,59,309
2176,stage_id,59,309
2002,stage_id,59,309
558,stage_id,59,309
2796,stage_id,59,309
2713,stage_id,60,57
522,stage_id,60,58
522,stage_id,60,59
3386,stage_id,60,59
3055,stage_id,60,61
2127,stage_id,60,61
4312,stage_id,60,61
522,stage_id,60,61
1817,stage_id,60,61
2058,stage_id,60,61
522,stage_id,60,61
1646,stage_id,60,61
522,stage_id,60,61
2058,stage_id,60,61
3386,stage_id,60,62
3123,stage_id,60,63
3123,stage_id,60,85
3123,stage_id,60,85
3304,stage_id,60,85
4638,value,60,240
2713,stage_id,60,261
3304,stage_id,60,311
177,stage_id,60,311
2861,stage_id,60,311
522,stage_id,61,59
522,stage_id,61,60
2058,stage_id,61,60
2058,stage_id,61,63
1646,stage_id,61,63
1817,stage_id,61,108
3055,stage_id,61,108
2127,stage_id,61,260
522,stage_id,61,260
4312,stage_id,61,261
4170,stage_id,62,313
3386,stage_id,62,313
3123,stage_id,63,312
1168,stage_id,63,312
1817,stage_id,63,312
3055,stage_id,63,312
2058,stage_id,63,312
1646,stage_id,63,312
3102,stage_id,65,66
3171,stage_id,65,66
1108,stage_id,65,66
1108,stage_id,65,66
4634,stage_id,65,66
594,stage_id,65,66
1650,stage_id,65,66
4788,stage_id,65,66
2495,stage_id,65,66
2557,stage_id,65,66
2557,stage_id,65,66
4156,stage_id,65,66
543,stage_id,65,66
2016,stage_id,65,66
3716,stage_id,65,66
2233,stage_id,65,66
3894,stage_id,65,66
3894,stage_id,65,66
3894,stage_id,65,66
327,stage_id,65,66
4580,stage_id,65,66
327,stage_id,65,66
3830,stage_id,65,66
372,stage_id,65,66
714,stage_id,65,66
3725,stage_id,65,66
874,stage_id,65,66
1318,stage_id,65,66
185,stage_id,65,66
3592,stage_id,65,66
1665,stage_id,65,66
1974,stage_id,65,66
1341,stage_id,65,66
4441,stage_id,65,66
3746,stage_id,65,66
498,stage_id,65,66
1341,stage_id,65,66
1226,stage_id,65,66
2966,stage_id,65,66
3510,stage_id,65,66
327,stage_id,65,66
1302,stage_id,65,66
4642,stage_id,65,66
2993,stage_id,65,66
294,stage_id,65,66
4175,stage_id,65,66
2233,stage_id,65,66
2936,stage_id,65,66
2219,stage_id,65,66
1777,stage_id,65,66
1392,stage_id,65,66
1948,stage_id,65,66
1777,stage_id,65,66
4636,stage_id,65,66
874,stage_id,65,66
810,stage_id,65,66
498,stage_id,65,66
1108,stage_id,65,66
1562,stage_id,65,66
4351,stage_id,65,66
3564,stage_id,65,66
1083,stage_id,65,66
2443,stage_id,65,66
2977,stage_id,65,66
4209,stage_id,65,66
2268,stage_id,65,66
1719,stage_id,65,66
3657,stage_id,65,66
4156,stage_id,65,66
610,stage_id,65,66
2125,stage_id,65,66
4314,stage_id,65,66
1193,stage_id,65,66
2789,stage_id,65,66
3636,stage_id,65,66
3765,stage_id,65,66
4149,stage_id,65,66
4645,stage_id,65,66
4175,stage_id,65,66
686,stage_id,65,66
2697,stage_id,65,66
2523,stage_id,65,66
4209,stage_id,65,66
4155,stage_id,65,66
4328,stage_id,65,66
2771,stage_id,65,66
2268,stage_id,65,66
4033,stage_id,65,66
4749,stage_id,65,66
4019,stage_id,65,66
1777,stage_id,65,66
833,stage_id,65,66
2029,stage_id,65,66
284,stage_id,65,66
3258,stage_id,65,66
4449,stage_id,65,66
1106,stage_id,65,66
1302,stage_id,65,66
964,stage_id,65,66
2806,stage_id,65,66
3716,stage_id,65,66
3894,stage_id,65,66
1288,stage_id,65,66
2336,stage_id,65,66
568,stage_id,65,66
1226,stage_id,65,66
2543,stage_id,65,66
285,stage_id,65,66
2016,stage_id,65,66
4842,stage_id,65,66
3991,stage_id,65,66
2067,stage_id,65,66
725,stage_id,65,66
3005,stage_id,65,66
3510,stage_id,65,66
1999,stage_id,65,66
235,stage_id,65,66
4262,stage_id,65,66
294,stage_id,65,66
2447,stage_id,65,66
3571,stage_id,65,66
4788,stage_id,65,66
1214,stage_id,65,66
738,stage_id,65,66
1777,stage_id,65,66
290,stage_id,65,66
4250,stage_id,65,66
516,stage_id,65,66
543,stage_id,65,66
1777,stage_id,65,66
185,stage_id,65,66
2617,stage_id,65,66
3173,stage_id,65,66
290,stage_id,65,66
898,stage_id,65,66
2986,stage_id,65,66
3056,stage_id,65,66
3989,stage_id,65,66
957,stage_id,65,66
4155,stage_id,65,67
2029,stage_id,65,67
810,stage_id,65,67
738,stage_id,65,67
2953,stage_id,65,67
498,stage_id,65,68
4209,stage_id,65,68
4209,stage_id,65,68
372,stage_id,65,68
1318,stage_id,65,68
3991,stage_id,65,68
4634,stage_id,65,68
4288,stage_id,65,69
4209,stage_id,65,69
738,stage_id,65,69
899,stage_id,65,70
2260,stage_id,65,70
1931,stage_id,65,70
1948,stage_id,65,101
4580,stage_id,65,101
3746,stage_id,65,101
2842,stage_id,65,101
4580,stage_id,65,101
284,stage_id,65,101
4288,stage_id,65,101
4155,stage_id,65,101
4155,stage_id,65,101
2993,stage_id,65,101
4155,stage_id,65,101
686,stage_id,65,369
1226,stage_id,65,369
2789,stage_id,65,369
2953,stage_id,65,655
1300,stage_id,65,697
3210,stage_id,65,697
4441,stage_id,65,697
4156,stage_id,66,65
4175,stage_id,66,65
3258,stage_id,66,65
3894,stage_id,66,65
2557,stage_id,66,65
3894,stage_id,66,65
290,stage_id,66,65
498,stage_id,66,65
327,stage_id,66,65
543,stage_id,66,65
1108,stage_id,66,65
327,stage_id,66,65
1777,stage_id,66,65
1108,stage_id,66,65
185,stage_id,66,65
874,stage_id,66,65
4788,stage_id,66,65
2016,stage_id,66,65
3716,stage_id,66,65
1341,stage_id,66,65
1226,stage_id,66,65
2268,stage_id,66,65
2233,stage_id,66,65
3510,stage_id,66,65
1777,stage_id,66,65
3894,stage_id,66,65
1777,stage_id,66,65
1777,stage_id,66,65
1948,stage_id,66,65
1302,stage_id,66,65
2029,stage_id,66,67
3102,stage_id,66,67
3830,stage_id,66,67
3592,stage_id,66,67
3564,stage_id,66,67
1392,stage_id,66,67
4788,stage_id,66,67
2543,stage_id,66,67
957,stage_id,66,67
4449,stage_id,66,67
4156,stage_id,66,67
4209,stage_id,66,67
2789,stage_id,66,67
810,stage_id,66,67
4749,stage_id,66,67
725,stage_id,66,67
290,stage_id,66,67
2697,stage_id,66,67
874,stage_id,66,67
2233,stage_id,66,67
285,stage_id,66,67
2789,stage_id,66,67
594,stage_id,66,67
3725,stage_id,66,67
1665,stage_id,66,67
3989,stage_id,66,67
2936,stage_id,66,67
4441,stage_id,66,67
2268,stage_id,66,67
2125,stage_id,66,67
294,stage_id,66,67
2016,stage_id,66,67
1083,stage_id,66,67
594,stage_id,66,67
372,stage_id,66,67
2986,stage_id,66,67
4155,stage_id,66,67
2977,stage_id,66,67
2523,stage_id,66,67
4175,stage_id,66,67
4351,stage_id,66,67
3510,stage_id,66,67
185,stage_id,66,67
833,stage_id,66,67
1974,stage_id,66,67
2842,stage_id,66,67
4642,stage_id,66,67
3991,stage_id,66,67
3636,stage_id,66,67
3765,stage_id,66,68
4262,stage_id,66,77
833,stage_id,66,78
1650,stage_id,66,101
4645,stage_id,66,101
284,stage_id,66,101
2495,stage_id,66,101
294,stage_id,66,101
2447,stage_id,66,101
1106,stage_id,66,101
738,stage_id,66,101
4250,stage_id,66,101
714,stage_id,66,101
1562,stage_id,66,101
4580,stage_id,66,101
1318,stage_id,66,101
898,stage_id,66,101
1948,stage_id,66,101
2443,stage_id,66,101
1193,stage_id,66,101
4328,stage_id,66,101
498,stage_id,66,101
2495,stage_id,66,101
1302,stage_id,66,101
3571,stage_id,66,101
2966,stage_id,66,101
2219,stage_id,66,101
2993,stage_id,66,101
3173,stage_id,66,101
3056,stage_id,66,101
1948,stage_id,66,101
2443,stage_id,66,101
2617,stage_id,66,101
714,stage_id,66,101
4634,stage_id,66,101
3746,stage_id,66,101
957,stage_id,66,101
3716,stage_id,66,101
714,stage_id,66,101
3005,stage_id,66,101
714,stage_id,66,101
1948,stage_id,66,101
3657,stage_id,66,101
4314,stage_id,66,101
3894,stage_id,66,101
810,stage_id,66,101
4209,stage_id,66,101
1948,stage_id,66,101
2443,stage_id,66,101
1777,stage_id,66,101
2557,stage_id,66,110
4842,stage_id,66,110
964,stage_id,66,110
568,stage_id,66,110
957,stage_id,66,369
2842,stage_id,66,369
2842,stage_id,66,369
2842,stage_id,66,369
2842,stage_id,66,369
2842,stage_id,66,369
4155,stage_id,67,65
4209,stage_id,67,65
2789,stage_id,67,66
594,stage_id,67,66
4441,stage_id,67,68
4449,stage_id,67,68
1392,stage_id,67,68
833,stage_id,67,68
294,stage_id,67,68
3102,stage_id,67,68
3716,stage_id,67,68
2233,stage_id,67,68
4175,stage_id,67,68
738,stage_id,67,68
810,stage_id,67,68
185,stage_id,67,68
4642,stage_id,67,68
2936,stage_id,67,68
1083,stage_id,67,68
285,stage_id,67,68
4156,stage_id,67,68
2977,stage_id,67,68
2029,stage_id,67,68
4155,stage_id,67,68
3636,stage_id,67,68
2029,stage_id,67,68
4788,stage_id,67,68
3991,stage_id,67,68
874,stage_id,67,68
738,stage_id,67,68
810,stage_id,67,68
4749,stage_id,67,68
3564,stage_id,67,68
3725,stage_id,67,68
3564,stage_id,67,68
2268,stage_id,67,68
2842,stage_id,67,68
4328,stage_id,67,68
1665,stage_id,67,68
833,stage_id,67,68
2029,stage_id,67,68
2523,stage_id,67,68
3830,stage_id,67,68
3564,stage_id,67,68
810,stage_id,67,68
3592,stage_id,67,68
3725,stage_id,67,68
372,stage_id,67,68
3564,stage_id,67,68
833,stage_id,67,68
3989,stage_id,67,68
810,stage_id,67,68
2789,stage_id,67,68
2125,stage_id,67,68
810,stage_id,67,68
2789,stage_id,67,68
833,stage_id,67,68
2697,stage_id,67,68
3564,stage_id,67,68
2543,stage_id,67,68
290,stage_id,67,68
1083,stage_id,67,68
2953,stage_id,67,68
738,stage_id,67,69
4351,stage_id,67,71
2029,stage_id,67,101
833,stage_id,67,101
594,stage_id,67,101
2029,stage_id,67,101
1083,stage_id,67,101
833,stage_id,67,101
810,stage_id,67,101
810,stage_id,67,101
1318,stage_id,68,65
372,stage_id,68,65
3991,stage_id,68,65
4209,stage_id,68,65
498,stage_id,68,65
4209,stage_id,68,65
4634,stage_id,68,65
2789,stage_id,68,67
2029,stage_id,68,67
4328,stage_id,68,67
810,stage_id,68,67
3564,stage_id,68,67
810,stage_id,68,67
738,stage_id,68,67
833,stage_id,68,67
3564,stage_id,68,67
810,stage_id,68,67
3564,stage_id,68,67
3564,stage_id,68,67
2842,stage_id,68,67
3725,stage_id,68,67
833,stage_id,68,67
294,stage_id,68,69
1083,stage_id,68,69
810,stage_id,68,69
2233,stage_id,68,69
874,stage_id,68,69
4175,stage_id,68,69
2029,stage_id,68,69
1318,stage_id,68,69
185,stage_id,68,69
2953,stage_id,68,69
290,stage_id,68,69
498,stage_id,68,69
810,stage_id,68,69
4328,stage_id,68,69
833,stage_id,68,69
1083,stage_id,68,69
4328,stage_id,68,69
4634,stage_id,68,69
3056,stage_id,68,69
1302,stage_id,68,69
4328,stage_id,68,69
4645,stage_id,68,69
3102,stage_id,68,69
1665,stage_id,68,69
4328,stage_id,68,69
3636,stage_id,68,69
4328,stage_id,68,69
3830,stage_id,68,69
2543,stage_id,68,69
4314,stage_id,68,69
3725,stage_id,68,69
2268,stage_id,68,69
4328,stage_id,68,69
4155,stage_id,68,69
2029,stage_id,68,69
898,stage_id,68,69
1083,stage_id,68,69
4749,stage_id,68,69
3991,stage_id,68,69
2125,stage_id,68,69
738,stage_id,68,69
1392,stage_id,68,69
833,stage_id,68,69
833,stage_id,68,69
4788,stage_id,68,69
3564,stage_id,68,69
4328,stage_id,68,69
1083,stage_id,68,69
1193,stage_id,68,69
4209,stage_id,68,69
2977,stage_id,68,69
2936,stage_id,68,69
3592,stage_id,68,69
2029,stage_id,68,69
2697,stage_id,68,69
810,stage_id,68,69
2523,stage_id,68,69
810,stage_id,68,69
372,stage_id,68,69
4449,stage_id,68,71
1650,stage_id,68,101
3765,stage_id,68,101
285,stage_id,68,110
4209,stage_id,69,65
738,stage_id,69,65
4155,stage_id,69,65
4288,stage_id,69,65
738,stage_id,69,65
833,stage_id,69,66
1083,stage_id,69,67
4328,stage_id,69,68
4328,stage_id,69,68
833,stage_id,69,68
4328,stage_id,69,68
810,stage_id,69,68
1083,stage_id,69,68
4328,stage_id,69,68
4328,stage_id,69,68
2029,stage_id,69,68
1083,stage_id,69,68
4328,stage_id,69,68
810,stage_id,69,68
2697,stage_id,69,71
2523,stage_id,69,71
3592,stage_id,69,71
3830,stage_id,69,71
1302,stage_id,69,71
3056,stage_id,69,71
2029,stage_id,69,71
4209,stage_id,69,71
4328,stage_id,69,71
290,stage_id,69,71
1193,stage_id,69,71
4175,stage_id,69,71
4314,stage_id,69,71
898,stage_id,69,110
2953,stage_id,69,110
738,stage_id,69,111
833,stage_id,69,111
2233,stage_id,69,111
4749,stage_id,69,111
1392,stage_id,69,111
4328,stage_id,69,111
810,stage_id,69,111
2029,stage_id,69,111
3564,stage_id,69,111
1083,stage_id,69,111
2125,stage_id,69,111
810,stage_id,69,111
3725,stage_id,69,111
1318,stage_id,69,111
2977,stage_id,69,111
2268,stage_id,69,111
874,stage_id,69,111
4645,stage_id,69,111
4634,stage_id,69,111
4788,stage_id,69,111
294,stage_id,69,111
3102,stage_id,69,111
3636,stage_id,69,111
3991,stage_id,69,111
498,stage_id,69,111
2936,stage_id,69,111
372,stage_id,69,111
4580,stage_id,70,65
1931,stage_id,70,65
899,stage_id,70,65
2260,stage_id,70,65
1083,stage_id,70,71
285,stage_id,70,110
2029,stage_id,71,65
